MC,,1,"Charice creates a new kind of glue using a new chemical formula that she invented. She wants to make sure that none of her competitors use the formula for their products. To protect the formula, Charice should __________ it.",4,prototype,copyright,trademark,patent
MC,,1,What type of law focuses on protecting natural resources?,1,Environmental,Constitutional,Cyber,Securities
MC,,1,Consumers of hospitality products have the right to expect businesses to provide goods and services that,3,furnish several amenities.,meet each individual's standards.,are safe and clean.,maintain international requirements.
MC,,1,"When Lauren reads an article for class, she highlights the things she wants to remember, underlines important information, and writes down questions she has about the text. She's practicing __________ reading.",3,passive,speed,active,extensive
MC,,1,"Jack says to Wendi, “If I understand you correctly, you are saying that you want to change the format of the inventory report so it will be easier for the managers to analyze.” What communication technique is Jack using to clarify Wendi's suggestion?",2,Expressing an opinion,Paraphrasing,Passive listening,Quoting
MC,,1,Roberto has just finished giving a presentation about global warming. An obviously irritated audience member stands and says that there is no evidence to prove global warming exists. Roberto calmly reads results from three scientific reports on its existence. Roberto's response is an example of,1,defending an idea objectively.,an effective conclusion.,a transition.,expressing a cultural barrier.
MC,,1,Gabriele is giving a persuasive presentation on the humane treatment of livestock. Which of the following should she do to conclude her talk in a persuasive way:,2,Provide an outline that contains all the information she shared,Challenge the audience to make informed choices at the grocery store,Summarize the main arguments and points shared during the talk,Share all the resources she consulted when preparing her speech
MC,,1,"While reading the first draft of her report, Rachel changes some of the words and shortens some of the sentences to improve the clarity and conciseness of the document. What step in the writing process is Rachel performing?",1,Editing,Researching,Organizing,Formatting
MC,,1,How can you make sure that none of your social media platforms are neglected?,2,Post on a different platform every day of the week,Use a content calendar to schedule posts on each platform,Focus on only the platforms that you prefer,Assign a different person to manage each platform
MC,,1,The use of email may put a business at more risk than memos or letters stored as paper records because,2,email users may make careless spelling errors.,email communications are more difficult to secure.,email users may use slang or make embarrassing remarks.,email communications contain confidential information.
MC,,1,XRT Corporation's human resources manager sends a memo to all employees that describes some general changes that will affect their health insurance next year. This is an example of __________ communication.,4,"verbal, upward","lateral, downward","mass, upward","formal, downward"
MC,,1,Which of the following is a common source of complaints about personnel:,2,Creation of policies,Rudeness,Hidden costs,Faulty design
MC,,1,"A passenger is upset with Petra, a flight attendant, because the plane has not taken off and he is worried about being late for an important meeting. Before responding, Petra takes a deep breath, listens to his complaint, and apologizes. Petra is",3,deferring to authority.,solving the problem.,diffusing the customer's anger.,avoiding the conflict completely.
MC,,1,Which of the following is an example of a customer service situation related to fraud:,4,A company treats customers differently based on their races.,A customer feels insulted by a server and wants him/her to be fired.,A staff member is stealing food from the kitchen.,A customer lies about the condition of his/her hotel room to get a discount.
MC,,1,"To reinforce the company's customer-friendly image, managers should consistently",2,"provide employees with stock options, profit sharing, and bonuses.",communicate the company's service-quality expectations to employees.,emphasize the importance of production planning.,reorganize the company's resources.
MC,,1,"A meal ordered at a restaurant is a __________, whereas the presentation of the meal is a __________.",3,purchase; tangible good,promotion; sales tactic,product; service,feature; benefit
MC,,1,"Esteban greets guests by name, makes eye contact, and smiles warmly as they pass. Esteban is demonstrating service that is",3,distant.,inconsistent.,customer-focused.,accurate.
MC,,1,Lucia's Bistro is struggling to keep up with the dinner rush. The managers decide to offer half-off appetizers from 3-5 p.m. as a way to,2,increase its gross sales margins.,manage customer experience during peaks in demand.,improve product quality.,reduce the number of customers to maximize capacity.
MC,,1,Businesses usually process customer payments by recording the amount of cash receipts and reducing the amount of,1,accounts receivable.,capital expenditures.,accounts payable.,sales expenses.
MC,,1,The Loft Villa resort received a positive review on social media from a customer. What should the resort do to enhance the customer's experience further?,1,Offer a discount on the customer's next stay,Respond quickly and apologetically,Search for customer trends,Post frequently to capitalize on the opportunity
MC,,1,"Although there are many grocery stores near her, Sara always shops at a particular one. This is because the baggers at her preferred store help the customers carry groceries out to their cars. By offering to help customers carry their groceries, the store is increasing __________ utility.",4,time,form,place,task
MC,,1,A music streaming service has two versions: one with advertisements and one without advertisements for a monthly fee. What business model does this describe?,3,Auction,Franchise,Freemium,Affiliate
