MC,,1,A business that effectively coordinates channel management with marketing activities is more likely to provide,1,good customer service.,attractive product displays.,free delivery.,flexible credit terms.
MC,,1,Which of the following types of business organizations reduces or limits the risk of its stockholders:,3,Franchise,Sole proprietorship,Corporation,Partnership
MC,,1,Which of the following would probably use a longer channel of distribution than the others:,4,A bag of oranges,A printing press,An airplane,A bottle of shampoo
MC,,1,"Electronic billing, purchase-order verification, bar-code technology, and image processing are examples of",3,functions of the finance department.,horizontal channel integration.,integrated data between channel members.,vertical channel integration.
MC,,1,"When filing a tort against a business, the plaintiff must establish that the defendant",4,violated the doctrine of sovereign immunity.,damaged property intentionally.,conspired with a competitor.,breached the duty of care.
MC,,1,A producer can minimize channel conflict among its distributors and retailers by,2,selling its items directly to the end users.,offering different products through each channel.,establishing slotting fees for certain channels.,requesting that the channel members carry only its brand.
MC,,1,What is an advantage of verbal communication?,2,You use passive listening skills to understand the message.,Tone of voice can be used to express emotions and thoughts.,It focuses attention on facial expressions rather than words to express enthusiasm.,People must see you to understand the intent of your message.
MC,,1,"When Amber walked by Ryan's desk, she noticed that Ryan was raking his left hand through his hair, that his face was red, and that he kept hitting the enter button on his keyboard with his right hand, while frowning at his computer screen. Based on his nonverbal cues, Amber would probably assume that Ryan was",2,patient.,frustrated.,bored.,enthusiastic.
MC,,1,"You're giving directions to a group of coworkers, and you want to be sure they do exactly what you say. You should",2,raise your voice.,give directions in the proper order.,make the directions challenging.,demonstrate the final steps of the directions.
MC,,1,"It is most appropriate for businesspeople to use complex, technical jargon when they are",1,speaking with coworkers.,greeting new customers.,introducing a friend to a business associate.,informally conversing with an acquaintance.
MC,,1,The human resources manager sends an email to all employees stating that they will need to park on the street on Tuesday because the maintenance department will be repairing the company's parking lot. This is an example of a(n),1,informational message.,projection report.,business proposal.,formal inquiry.
MC,,1,A memorandum is typically used for communication that takes place,1,within a business.,among competitors.,infrequently.,between friends.
MC,,1,Jayson just learned his company wants to hire a new public relations assistant. He posts the job position information on his personal social media accounts and gives contact information for the manager that will be conducting interviews. Why is this inappropriate use of social media?,2,It could give Jayson's friends an unfair advantage over other job candidates.,It is unprofessional to post company employment information on a personal site.,Jayson is using inside knowledge to appear more important on his social sites.,Jayson is using his company's image to increase his number of social contacts.
MC,,1,Which of the following is a common product-related complaint:,4,Pressure selling,Reduced price,Poor service,Incorrect size
MC,,1,Two similar brand promises may be carried out differently depending on their,1,business environments.,types of packaging.,logos.,slogans.
MC,,1,"A company decides to spend $5,000 on new office furniture instead of putting that money toward the marketing budget. What is the opportunity cost of this decision?",1,Lost benefits of additional marketing,Office furniture,"$5,000",Lost benefits of new furniture
MC,,1,Businesses that carry a considerable assortment of goods but only one or a few related product lines are __________ businesses.,4,specialty,discount,service,limited-line
MC,,1,Which of the following is a true statement about how technology affects the external business environment:,3,Technology is the main way to compete with other businesses.,Not all businesses are affected by technology.,Businesses must look for updated technology all the time.,Certain target markets do not use technological products.
MC,,1,Business ethics involve considering issues about what is,2,legal and illegal.,right and wrong.,safe and unsafe.,positive and negative.
MC,,1,Legal protection of an invention or a process granted by the government to its owners for a certain number of years is a,3,license.,copyright.,patent.,trademark.
MC,,1,A depression is characterized by which of the following:,4,Fewer bankruptcies,Increased consumer spending,Rapidly rising GDP,High unemployment
MC,,1,Interest rates rising and falling by a wide range on a regular basis often are an indication of,4,price equilibrium.,seasonal unemployment.,flexible capital.,economic instability.
MC,,1,George thinks his culture is superior to all other cultures. This is known as,2,collectivism.,ethnocentrism.,stereotyping.,individualism.
MC,,1,"When your level of self-esteem is low, this causes you to have",3,confidence in your ability.,difficulty with visualization.,doubts about yourself.,appreciation of life.
MC,,1,Thinking of a time when you were happy and proud can help you,3,find gaps between your behavior and values.,avoid activities that do not make you happy.,determine what values made you feel that way.,accept others' feedback regarding your values.
MC,,1,Adhering to an established set of personal ethics is referred to as,2,deceit.,integrity.,honesty.,truth.
