MC,,1,"In a contract, what one party gives or receives in exchange for something else is an example of",2,agreement.,consideration.,compensation.,acceptance.
MC,,1,"Acting on the behalf of The Jones Company, Jenna has the authority to establish business contracts with other companies. What is Jenna's role in the relationship?",3,Employer,Principal,Agent,Controller
MC,,1,An important guideline for effective listening is to,4,think about what you are going to say next.,"focus on details, not key points.",concentrate on the speaker's personality.,practice active listening.
MC,,1,Communication is best defined as,2,the transfer of feelings.,the exchange of ideas and information.,signals and gestures.,printed material.
MC,,1,Samantha has been chosen by her boss to participate in a group discussion on a topic she knows very little about. Her lack of knowledge in the subject makes her feel like she has little to contribute to the group. Which of the following should she do to become a valuable participant:,3,Ask to be excused from the group,Resist the urge to comment on the subject until she becomes an expert,Ask questions to clarify other participants' comments,Take the leadership role to give the group an open mind about the topic
MC,,1,"A group's physical and social characteristics (such as interests, ages, political views, incomes, and ethnic backgrounds) are called",3,nationalities.,profiles.,demographics.,statistics.
MC,,1,"When organizing information to present in a business report, it is effective to",1,develop an outline.,interpret the data.,remain objective.,determine the purpose.
MC,,1,Which of the following is an important step in preparing a simple written report:,4,Organizing visual aids,Scheduling a meeting date,Arranging an interview,Developing a rough draft
MC,,1,With what type of audience is it is best to use a direct approach to structure an analytical report?,3,Argumentative,Indecisive,Receptive,Intellectual
MC,,1,"In what section of a research report would a writer place the following statement: ""A study conducted by York University indicated that many U.S. pharmaceutical companies are spending twice the money on their promotional efforts as they are on product research and development.""",3,Introduction,Methodology,Background,Conclusion
MC,,1,"At work, you have access to confidential information about other employees' salaries. Some employees have asked you about others' salaries. What should you do?",3,Report the employees who ask.,Offer to provide salary information.,Explain that you can't discuss it.,Answer their questions.
MC,,1,"When participating in staff meetings with employees, the role of the department manager is to",4,expand the agenda.,record the minutes.,dominate the discussion.,be the leader.
MC,,1,The best way for businesses to communicate with customers is to,4,give as much information as possible.,rent billboards on major highways.,send direct mail.,listen respectfully.
MC,,1,"When management establishes policies that help employees to deal with customers in the same way, under the same circumstances, the main purpose of these policies is the",2,reduction of expenses.,fair treatment of customers.,satisfaction of customers' wants.,smooth operation of the business.
MC,,1,Businesses must act quickly toward customer complaints in order to,1,foster goodwill.,comply with the law.,train employees.,prevent future complaints.
MC,,1,Unique products for which buyers are willing to pay more are called __________ goods.,1,specialty,convenience,shopping,industrial
MC,,1,Which type of utility does marketing not affect directly?,4,Possession,Place,Time,Form
MC,,1,Which business activity provides the connecting link between the business and its customers?,2,Financial analysis,Marketing,Operations management,Strategic management
MC,,1,Which of the following is a true statement about breaking the law:,1,It may have different consequences than breaching ethics.,It will make a company more popular.,It is necessary for business success.,It is acceptable in most industries.
MC,,1,Which of the following is one of the main principles of the private enterprise system:,4,Exclusive agreements,Monopolies,Price fixing,Competition
MC,,1,Which of the following statements does not describe how the U.S. government is involved in business:,3,Enforcing business contracts,Protecting business property,Ensuring a business's profitability,Settling business disagreements
MC,,1,"When a nation's inflation rate is low, prices tend to",3,fluctuate daily.,increase dramatically.,remain stable.,reduce currency values.
MC,,1,The gross domestic product (GDP) refers to the total dollar value of all goods and services produced within a country's geographic boundaries in,1,one year.,one month.,two years.,six months.
MC,,1,Which of the following statements is true about conducting business in the United States:,3,"Because Americans have a strong work ethic, social conversations with business partners are",U.S. businesspeople tend to make decisions slowly and usually depend on a lot of group input.,The U.S. culture and the geographic region of the country affect the formality of business,"American businesspeople tend to value their time more than money, so business meetings start"
MC,,1,"While American businessperson Carolyn Alexander is traveling on business in Dresden, Germany, she plans to meet with a potential client named Rudolph Schmidt, who is a purchasing manager with Rhine Industries. How should Carolyn greet the client?",2,"Good day, Sir Rudolph.","Hello, Herr Schmidt.","It is a pleasure to meet you, Rudolph Schmidt.","How do you do, Senor Schmidt."
MC,,1,"When French businesswoman Marie DePaul attended a Tokyo business meeting wearing a short-sleeve blouse, dress pants, and high-heel shoes, her Japanese hosts looked appalled. If Marie had done some research, she would have learned that a conservative skirt, jacket, and low-heel shoes would have been a better choice. This is an example of a cultural difference associated with",1,appearance.,translation.,cleanliness.,qualifications.
MC,,1,Which of the following is a common and acceptable greeting in Middle-Eastern countries:,4,Cheek kiss,Deep waist bow,Head nod,Handshake
MC,,1,One gesture that is offensive to Indian businesspeople is,3,listening.,yelling.,winking.,mumbling.
MC,,1,"Because most of us like to see ourselves in the best possible light, it is",4,impossible to change undesirable traits.,easy to recognize our weaknesses.,best not to admit our faults.,difficult to see ourselves objectively.
MC,,1,"The manager left 15 minutes early, and Jake decided on his own to do some extra cleaning work. Jake was",4,acting irresponsibly.,imitating the boss.,following the rules.,showing initiative.
MC,,1,"After Porter realized that he processed an order incorrectly, he waited too long to correct the problem. As a result, an incorrect item was shipped to the customer. Now, the customer will need to ship the item back to the warehouse, and Porter's company will need to pay extra charges to have the product returned. This situation illustrates that",2,employees should tell their supervisors about all problems as soon as they occur.,an employee's decisions and actions can negatively impact others.,the company has unrealistic expectations about Porter's ability to perform his job.,customers are likely to be very angry when employees make mistakes.
MC,,1,"Dillon wants to advance quickly in his career with the Orton Company. To impress his boss, Dillon volunteered to take on several extra assignments. Unfortunately, Dillon did not realize how much time was involved to complete all of the work that he had taken on. He rushed to get the Simpson assignment done so he could start work on a complex report. On Tuesday, Dillon's boss called him into his office and told him that the Simpson assignment lacked detail and that more research needed to be done. Now, Dillon is worried that he will not meet the deadlines for the report and other upcoming assignments. What lesson can Dillon learn from this experience?",3,It is important to volunteer for projects to obtain a promotion.,Dillon should have delegated some of the work to his coworkers.,Over-commitment can lead to a lower quality of work.,Dillon should have started on the report before he finished the Simpson assignment.
MC,,1,An example of a desirable goal that an individual could attain by using self-control techniques would be to,1,increase perseverance.,maximize faults.,eliminate feelings of anger.,change the behavior of others.
MC,,1,"Eric was denied admission to Yale on the basis of his high school grade-point average, and his college entrance exam. Which of the following types of feedback did Eric receive:",4,Destructive,Internal,Positive,External
MC,,1,"The ability to identify with or experience the feelings, thoughts, attitudes or actions of others is",4,objectivity.,values.,behavior.,empathy.
MC,,1,Which of the following characteristics is a primary dimension of diversity:,1,Age,Income,Language,Religion
MC,,1,A group of employees doing research and preparing a report to recommend that the business change certain policies is an example of using,1,persuasion.,leadership.,management.,enthusiasm.
MC,,1,"To be effective change leaders, individuals must know how to",2,enforce rules.,coach others.,dominate the group.,ignore objections.
MC,,1,What is one of a coach's most important tasks?,2,Caring for others,Giving feedback,Accepting change,Being honest
MC,,1,Coins and paper money are types of,3,stock.,checks.,currency.,endorsements.
MC,,1,What source of credit buys borrowers' contracts from sellers?,4,Savings and loan associations,Commercial banks,Credit unions,Sales finance companies
MC,,1,"On Samantha's first pay stub, she sees that her gross pay is $150.00, and her net pay is $125.00. When she cashes her check, she will have ________ that she could deposit into the bank account.",1,$125.00,$150.00,$275.00,$25.00
MC,,1,What is an important step to take when selecting a financial-services provider?,1,Verify credentials.,Make an appointment.,Organize records.,Plan an investment.
MC,,1,Buying insurance is one way that businesses manage,1,risk.,coverage.,injury.,damage.
MC,,1,Which of the following is a way that businesses often use the information provided by the accounting department:,3,To organize inventory,To prepare work orders,To hire additional staff,To monitor procedures
MC,,1,Businesses that buy products in order to resell them must take into consideration the flow of cash needed to purchase,1,adequate inventories.,manufacturing tools.,raw materials.,production supplies.
MC,,1,How can a business determine whether it is more profitable this year than last year?,1,By comparing the income statement's net profit figures for those two years,By comparing the income statement's operating expenses for those two years,By determining whether assets minus liabilities equals owner's equity,By determining whether owner's equity is positive or negative
MC,,1,Making sure a company follows laws and regulations describes the HR management activity of,1,compliance.,staffing.,compensation and benefits.,employee relations.
MC,,1,Which of the following is an example of tacit knowledge:,1,Riding a bicycle,Calculating statistics,Documenting facts,Inventing a product
MC,,1,What is a Web-based tool that a business can use that provides its employees with the ability to share tacit knowledge from remote locations?,2,Codification,Wiki,Spreadsheet,Intranet
MC,,1,"Keith Carson is a member of a research and development team for MED Pharmaceutical Company. Under the supervision of his team manager, Rita Woods, Keith and his coworkers, Margo Luft and Leo Martelli, invented a new drug to treat a degenerative eye disorder. Because the drug is intellectual property, it will be patented. Who will own the patent?",2,Keith Carson,MED Pharmaceutical Company,MED's research and development team,Rita Woods
MC,,1,"Sophia gathered members of the department together to discuss the ways in which they perform their work and what they do to overcome pitfalls and challenges while performing their day-to-day tasks. While the members of the group shared their experiences and ideas, Sophia took notes and asked follow-up questions. What technique is Sophia using to capture tacit knowledge?",1,Channeling discussion,Parliamentary procedure,Repetitious feedback,Critical interaction
MC,,1,Businesses should keep promises to customers in both personal interactions with employees and,1,advertising.,newspaper articles.,coworker interactions.,future products.
MC,,1,Managing information for business continuity is important in case of,3,low sales volume.,high employee turnover.,a disaster.,a drop in stock price.
MC,,1,"Monitors, keyboards, and hard drives are examples of computer",2,networks.,hardware.,language.,standards.
MC,,1,What type of software program do businesses use to create text documents?,3,Communications,Web-page editor,Word processing,Presentation
MC,,1,Which of the following is a standard capability of spreadsheet software:,2,To create slides,To graph data,To prepare text,To manage files
MC,,1,"When posting a new page to an existing web site, the new page should be linked to the",1,home page.,pop-up ads.,personal computer.,online catalog.
MC,,1,"A project-management software program that includes functions that store and calculate accounting information, such as amortization and expenses, has ___________ capabilities.",3,task delegation and charting,resource scheduling and leveling,cost assignment and tracking,comprehensive operating and scheduling
MC,,1,What is one reason that a local business would keep records of all its customer-sales transactions?,2,To issue rebates,To handle returns,To cancel orders,To budget expenses
MC,,1,"A firm's environmental scan reveals that a country is on the brink of civil war, which would affect the firm's ability to do business in the country. This is an example of a(n) __________ consideration.",2,economic,political,cultural,technical
MC,,1,The primary reason that governments develop workplace health and safety regulations is to,2,reduce the risk of employment discrimination.,protect employees from injury and illness.,ensure that employees have access to insurance.,prevent the breach of business information systems.
MC,,1,Which of the following is a true statement about the benefit of having a safe workplace:,2,Financial expense is increased.,Bodily injuries are decreased.,Insurance claims are increased.,Productivity is decreased.
MC,,1,"Jeanette decided that she should start working on her status report before she finishes the department's marketing budget, because the report is due in two days, and the budget is due next week. What activity is Jeanette performing?",3,Organizing her workspace,Marking her schedule on a calendar,Reprioritizing her workload,Implementing her personal goals
MC,,1,"Because Kendra must finish a task and submit her work to Joshua so he can complete his part of the project by next Thursday, these two team members' jobs are",2,innovative.,interdependent.,autonomous.,adaptable.
MC,,1,"One part of a project often needs to be completed before another part can begin, which makes it important for a project manager to",1,track deadlines.,ask questions.,reward employees.,develop options.
MC,,1,"When executing a project, the project manager must often",2,develop a project charter.,update the project plan.,form a steering committee.,establish project milestones.
MC,,1,Which of the following might a business use to effectively maintain an inventory of supplies:,1,Automatic reorder system,Surveillance device,Emergency response plan,Stock handling method
