MC,,1,A business that fails to protect its employees from unnecessary risk or health hazards on the job may be sued for,4,incompetence.,misrepresentation.,libel.,negligence.
MC,,1,Requiring businesses to control pollution and to dispose of hazardous waste properly are some of the main functions of __________ regulations.,2,workplace,environmental,personnel,geological
MC,,1,Jane is the owner of a pizza shop associated with a national chain of pizza restaurants. She established her business in a regional supermarket. The pizza shop is referred to as a,4,host franchise.,strategic alliance.,master licensee.,piggyback franchise.
MC,,1,Consumers of hospitality products have the right to expect businesses to provide goods and services that,4,maintain international requirements.,meet each individual's standards.,furnish several amenities.,are safe and clean.
MC,,1,"Kathy's once-booming traditional brick-and-mortar travel agency is financially struggling. For many years, the majority of Kathy's revenue came from commissions on airline ticket sales. Now, though, most of Kathy's clients purchase their tickets online instead of from her travel agency. These clients can purchase tickets directly from the airlines or through online travel agencies like Priceline or Expedia. Oftentimes, the tickets that they purchase online are less expensive than the tickets that Kathy offers. This is an example of",3,bulk-breaking.,discrepancy of assortment.,disintermediation.,exclusive distribution.
MC,,1,Two Sleep-n-Go Motel franchisees that are located five miles apart compete for the same customers. What type of channel conflict does this exemplify?,1,Horizontal,Vertical,Differential,Functional
MC,,1,"Before you can perform new tasks, you should first read the instruction manual so you can",1,follow the written directions in the proper sequence.,apply the directions in reverse order.,perform the tasks in the order that you think works best.,use shortcuts to complete the tasks quickly.
MC,,1,One way for an audience to show that it supports a speaker's opinion is by __________ the speaker.,2,heckling,applauding,ignoring,tolerating
MC,,1,"When an employee realizes that a caller needs to speak to some other employee or department, the person should",4,take notes to pass on to the appropriate person or department.,ask the caller to call back for the appropriate person.,forward the call to the automated phone directory.,give the caller the correct number and transfer the call.
MC,,1,"During a manager's meeting, Jon says, ""In relation to Marilee's previous remark, our department has a similar problem. Perhaps we should form an internal committee to address these issues."" In this situation, Jon is contributing to a group discussion by",1,building on someone else's comment.,helping the group summarize what's been said.,pointing out missing information.,establishing ground rules for the meeting.
MC,,1,"When Vendela takes notes in her business class, she draws a line down her paper about 2 ½ inches from the left side. On the right side of the line, she records her notes from the class lecture. After class, Vendela reviews her notes and writes down key words and phrases in the left column. Vendela uses the __________ note-taking system.",2,mapping,Cornell,charting,key-word review
MC,,1,The Putnam Company requires its employees to use the Modern Language Association (MLA) stylebook when writing business documents because it provides,1,consistency.,creativity.,flexibility.,accuracy.
MC,,1,An effective technique to use when writing persuasive messages to customers is to,2,demand their attention.,appeal to their needs.,make a prediction.,use aggressive words.
MC,,1,Which of the following is often the best way for a salesperson to handle the slow/methodical type of difficult customer:,1,Summarize benefits,Ask their advice,Be brief,Let the customer do the talking
MC,,1,Which of the following is a true statement about brand promise:,1,It is not usually stated in words.,It is explained solely through advertising.,It decreases brand awareness.,It is the same thing as brand logo.
MC,,1,Our economy has shifted from a service economy to a(n) __________ economy.,3,manufacturing,entertainment,experience,agricultural
MC,,1,An amusement park offers a special Labor Day package that can be purchased only through the park. This is an example of __________ distribution.,2,indirect,direct,wholesale,intensive
MC,,1,Credit is often used as a selling tool because it helps to create __________ utility.,1,possession,exchange,place,form
MC,,1,A manufacturer is a type of business that,2,sells raw goods for their producers.,turns raw goods into useful products.,does not make use of raw goods.,keeps raw goods in their original forms.
MC,,1,"An economic system which allows its citizens to go into business for themselves, produce goods and services of their own choosing, and market their products as they desire is called",4,sole proprietorship.,communism.,socialism.,private enterprise.
MC,,1,"When employees are working faster or better, they are increasing their",2,wages.,efficiency.,benefits.,value.
MC,,1,Government regulation is financed by taxes and,1,borrowing.,donations.,price supports.,subsidies.
MC,,1,Members of the air-traffic controllers' union stopped working to support the pilots' union that recently went on strike. This is an example of a,4,wildcat strike.,lockout.,boycott.,sympathetic strike.
MC,,1,"Which of the following accompanies a strong, growing economy:",3,Decreased supply,Deflation,Inflation,Decreased demand
MC,,1,The exchange rate of a nation's currency is most likely to decrease when the nation,3,carries a low level of debt.,exports more than it imports.,experiences political instability.,limits the amount of money it prints.
MC,,1,What do individuals often identify when assessing their personal strengths and weaknesses?,2,Careers,Interests,Benefits,Risks
MC,,1,One way to show your coworkers that you are interested in what they are saying is by,4,changing the subject.,crossing your arms.,asking irrelevant questions.,making eye contact.
MC,,1,Which of the following might indicate a job applicant's initiative when applying for an entry-level position:,2,Completing an application blank,Sending a letter of application,Showing up for an interview,Having a physical examination
MC,,1,"Susan came to work late Monday morning and said, ""It's been a terrible morning so far and will probably be a terrible day."" This is an example of a(n) __________ attitude.",4,indifferent,positive,realistic,negative
MC,,1,"Why do empathetic people sometimes experience stress, burn out, and codependent relationships?",4,"They neglect to fulfill their responsibilities at home, work, and school.","They allow their stereotypes, prejudices, and assumptions to take over.",They donate a lot of their money to charity instead of paying their bills.,They fail to draw a line between being empathetic and losing their own identities.
MC,,1,A manager who has a reputation of being knowledgeable and experienced usually has the ability to __________ employees.,1,persuade,dominate,terminate,analyze
MC,,1,"Rob has a job interview this afternoon. In the morning, he goes over his other job offers to figure out which job he will accept (and what the salary and benefits are) if this employer doesn't offer him a position. Rob is developing his",3,walk-away point.,role.,BATNA.,style.
MC,,1,"Nate has a knack for getting others to see things his way. He wants to lead a change at work, so he starts by putting together a presentation for his boss, showing why the change is necessary. Which characteristic of an effective change leader is Nate demonstrating in this situation?",2,Independent,Persuasive,Loves to learn new things,Avoids conflict
MC,,1,Which of the following is a true statement:,1,Getting acquainted with coworkers helps you to treat them fairly.,Coworkers need to establish personal friendships with each other.,The best way to learn about coworkers is to ask them personal questions.,"Once you know your coworkers, you don't need to speak to them every day."
MC,,1,Which of the following is an example of entrepreneurship:,2,Wesley starts working for his mother's accounting firm.,Elissa starts a company when she develops a new app.,Raul invests his money in the stock market.,Penelope asks her boss for a pay raise.
MC,,1,"Jorge is considering whether to invest $100 at his bank, but first, he wants to know what his $100 will be worth in a year. To figure this out, Jorge needs to know the",3,time value of money.,present value.,interest rate.,investment rate.
MC,,1,Consumers can borrow against future income to make current purchases by making use of,3,interest.,money orders.,credit.,certificates of deposit.
MC,,1,Which of the following are examples of expenses that should be considered when developing a personal budget:,1,"Rent, entertainment, and insurance","Insurance, dividends, and utilities","Food, utilities, and salary","Entertainment, wages, and utilities"
MC,,1,Which of the following records that contains information about their investments should individuals keep:,4,Credit,Deposit,Logistics,Purchase
MC,,1,"Sheila decides to invest some of her money. She doesn't like to take big risks, and she wants to be able to access all of her money at all times. She also doesn't mind not earning much interest. Sheila should invest her money in a",4,money market account (MMA).,stock.,certificate of deposit (CD).,savings account.
MC,,1,Why is it important for businesses to understand the legal considerations for finance?,2,To manage budgets,To avoid penalties,To reduce expenses,To compensate employees
MC,,1,What can businesses do during an orientation session to help new employees feel comfortable in the workplace?,4,Give them a complex project to complete,Provide copies of performance reviews,Emphasize the company's discipline policies,Introduce them to other employees
MC,,1,"Over time, research indicated that a growing number of young adults were interested in taking bus tours. It also revealed that young adults do not take bus tours because they feel that most tours are for senior citizens. As a result, a tour wholesaler developed tour packages that appeal to people between 18 and 30 years old. In this situation, the marketing research helped the tour wholesaler",1,identify an emerging trend.,resolve a conflict of interest.,forecast long-term sales.,maintain market share.
MC,,1,A restaurant wants to predict how their customers will react to a new menu. What type of relationship should the restaurant mine from blogs?,3,Clusters,Classes,Sequential patterns,Associations
MC,,1,Which of the following is a reliable source of information that a resort can use to determine its peak season:,3,Staff reviews,Current occupancy rate,Sales history,Standards
MC,,1,Which of the following research techniques should you select if you need an accurate picture of a hotel restaurant customers' buying or usage patterns/habits:,4,Survey,Focus group,Personal interview,Observation
MC,,1,Why do business managers often prepare and use presentation software to support reports?,1,To simplify complex information,To analyze financial data,To record minutes of meetings,To design marketing materials
MC,,1,A person who promotes Walt Disney theme parks is marketing a(n),3,lifestyle.,cause.,service.,intermediary.
MC,,1,Businesses cannot create a(n) __________ where none exists.,4,good,service,building,need
